,timestamp,pilot,target,shiptype,module_or_ammo,dmg,hit_quality
4270,2023-02-01 23:40:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,73,Penetrates
4271,2023-02-01 23:40:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,80,Penetrates
4272,2023-02-01 23:40:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2760,Hits
4273,2023-02-01 23:40:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,64,Hits
4274,2023-02-01 23:40:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Hits
4275,2023-02-01 23:40:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4276,2023-02-01 23:40:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
4277,2023-02-01 23:40:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,73,Penetrates
4278,2023-02-01 23:40:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3840,Penetrates
4279,2023-02-01 23:40:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3565,Penetrates
4280,2023-02-01 23:40:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Grazes
4281,2023-02-01 23:40:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Grazes
4282,2023-02-01 23:40:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,58,Hits
4283,2023-02-01 23:40:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Penetrates
4284,2023-02-01 23:40:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Grazes
4285,2023-02-01 23:40:52,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3856,Penetrates
4286,2023-02-01 23:40:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3449,Penetrates
4287,2023-02-01 23:40:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,56,Hits
4288,2023-02-01 23:40:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,86,Smashes
4289,2023-02-01 23:40:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Hits
4290,2023-02-01 23:40:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,70,Penetrates
4291,2023-02-01 23:40:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
4292,2023-02-01 23:40:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3319,Hits
4293,2023-02-01 23:40:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Grazes
4294,2023-02-01 23:40:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,64,Hits
4295,2023-02-01 23:40:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,84,Penetrates
4296,2023-02-01 23:40:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,84,Penetrates
4297,2023-02-01 23:40:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Hits
4298,2023-02-01 23:41:00,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3348,Hits
4299,2023-02-01 23:41:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3572,Penetrates
4300,2023-02-01 23:41:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Grazes
4301,2023-02-01 23:41:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
4302,2023-02-01 23:41:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,64,Hits
4303,2023-02-01 23:41:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,99,Smashes
4304,2023-02-01 23:41:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,70,Penetrates
4305,2023-02-01 23:41:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3566,Penetrates
4306,2023-02-01 23:41:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,81,Penetrates
4307,2023-02-01 23:41:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,85,Smashes
4308,2023-02-01 23:41:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,55,Hits
4309,2023-02-01 23:41:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,82,Penetrates
4310,2023-02-01 23:41:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Glances Off
4311,2023-02-01 23:41:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3864,Penetrates
4312,2023-02-01 23:41:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3166,Hits
4313,2023-02-01 23:41:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Grazes
4314,2023-02-01 23:41:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4315,2023-02-01 23:41:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
4316,2023-02-01 23:41:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Grazes
4317,2023-02-01 23:41:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,68,Penetrates
4318,2023-02-01 23:41:12,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3468,Penetrates
4319,2023-02-01 23:41:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,58,Hits
4320,2023-02-01 23:41:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,61,Hits
4321,2023-02-01 23:41:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,87,Smashes
4322,2023-02-01 23:41:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
4323,2023-02-01 23:41:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,79,Penetrates
4324,2023-02-01 23:41:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2226,Glances Off
4325,2023-02-01 23:41:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3283,Hits
4326,2023-02-01 23:41:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,74,Penetrates
4327,2023-02-01 23:41:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Grazes
4328,2023-02-01 23:41:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Grazes
4329,2023-02-01 23:41:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,91,Smashes
4330,2023-02-01 23:41:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
4331,2023-02-01 23:41:20,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3386,Penetrates
4332,2023-02-01 23:41:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3086,Hits
4333,2023-02-01 23:41:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,60,Hits
4334,2023-02-01 23:41:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,85,Penetrates
4335,2023-02-01 23:41:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
4336,2023-02-01 23:41:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,79,Penetrates
4337,2023-02-01 23:41:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,94,Smashes
4338,2023-02-01 23:41:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3182,Hits
4339,2023-02-01 23:41:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Glances Off
4340,2023-02-01 23:41:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,88,Smashes
4341,2023-02-01 23:41:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4342,2023-02-01 23:41:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,69,Penetrates
4343,2023-02-01 23:41:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4344,2023-02-01 23:41:28,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2723,Hits
4345,2023-02-01 23:41:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3408,Penetrates
4346,2023-02-01 23:41:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,54,Hits
4347,2023-02-01 23:41:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,71,Penetrates
4348,2023-02-01 23:41:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,89,Smashes
4349,2023-02-01 23:41:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,56,Hits
4350,2023-02-01 23:41:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Grazes
4351,2023-02-01 23:41:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3439,Penetrates
4352,2023-02-01 23:41:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,87,Smashes
4353,2023-02-01 23:41:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,57,Hits
4354,2023-02-01 23:41:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,74,Penetrates
4355,2023-02-01 23:41:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Glances Off
4356,2023-02-01 23:41:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,77,Penetrates
4357,2023-02-01 23:41:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4038,Penetrates
4358,2023-02-01 23:41:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3396,Penetrates
4359,2023-02-01 23:41:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,85,Penetrates
4360,2023-02-01 23:41:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
4361,2023-02-01 23:41:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,96,Smashes
4362,2023-02-01 23:41:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,91,Smashes
4363,2023-02-01 23:41:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,86,Smashes
4364,2023-02-01 23:41:40,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3104,Hits
4365,2023-02-01 23:41:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
4366,2023-02-01 23:41:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,84,Penetrates
4367,2023-02-01 23:41:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
4368,2023-02-01 23:41:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,65,Hits
4369,2023-02-01 23:41:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,92,Smashes
4370,2023-02-01 23:41:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3896,Penetrates
4371,2023-02-01 23:41:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4247,Smashes
4372,2023-02-01 23:41:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,64,Hits
4373,2023-02-01 23:41:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,98,Smashes
4374,2023-02-01 23:41:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,58,Hits
4375,2023-02-01 23:41:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Grazes
4376,2023-02-01 23:41:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Hits
4377,2023-02-01 23:41:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3540,Penetrates
4378,2023-02-01 23:41:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3317,Hits
4379,2023-02-01 23:41:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Grazes
4380,2023-02-01 23:41:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Glances Off
4381,2023-02-01 23:41:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
4382,2023-02-01 23:41:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,80,Penetrates
4383,2023-02-01 23:41:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,74,Penetrates
4384,2023-02-01 23:41:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2409,Glances Off
4385,2023-02-01 23:41:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,64,Hits
4386,2023-02-01 23:41:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,80,Penetrates
4387,2023-02-01 23:41:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
4388,2023-02-01 23:41:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Grazes
4389,2023-02-01 23:41:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,88,Smashes
4390,2023-02-01 23:41:56,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3526,Penetrates
4391,2023-02-01 23:41:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3093,Hits
4392,2023-02-01 23:41:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,68,Penetrates
4393,2023-02-01 23:41:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4394,2023-02-01 23:41:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4395,2023-02-01 23:41:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,55,Hits
4396,2023-02-01 23:41:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Hits
4397,2023-02-01 23:42:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3727,Penetrates
4398,2023-02-01 23:42:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,80,Penetrates
4399,2023-02-01 23:42:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,89,Smashes
4400,2023-02-01 23:42:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4401,2023-02-01 23:42:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,204,Wrecks
4402,2023-02-01 23:42:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Glances Off
4403,2023-02-01 23:42:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3155,Hits
4404,2023-02-01 23:42:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3313,Hits
4405,2023-02-01 23:42:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,82,Penetrates
4406,2023-02-01 23:42:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,86,Smashes
4407,2023-02-01 23:42:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
4408,2023-02-01 23:42:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,54,Hits
4409,2023-02-01 23:42:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Grazes
4410,2023-02-01 23:42:08,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3089,Hits
4411,2023-02-01 23:42:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,84,Penetrates
4412,2023-02-01 23:42:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,71,Penetrates
4413,2023-02-01 23:42:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,204,Wrecks
4414,2023-02-01 23:42:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4415,2023-02-01 23:42:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,61,Hits
4416,2023-02-01 23:42:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2486,Glances Off
4417,2023-02-01 23:42:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3846,Penetrates
4418,2023-02-01 23:42:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,96,Smashes
4419,2023-02-01 23:42:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Glances Off
4420,2023-02-01 23:42:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,79,Penetrates
4421,2023-02-01 23:42:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
4422,2023-02-01 23:42:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4423,2023-02-01 23:42:16,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2457,Glances Off
4424,2023-02-01 23:42:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2979,Hits
4425,2023-02-01 23:42:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4426,2023-02-01 23:42:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Grazes
4427,2023-02-01 23:42:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4428,2023-02-01 23:42:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,77,Penetrates
4429,2023-02-01 23:42:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Hits
4430,2023-02-01 23:42:21,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3602,Penetrates
4431,2023-02-01 23:42:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
4432,2023-02-01 23:42:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Hits
4433,2023-02-01 23:42:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,84,Penetrates
4434,2023-02-01 23:42:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
4435,2023-02-01 23:42:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,99,Smashes
4436,2023-02-01 23:42:24,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3400,Penetrates
4437,2023-02-01 23:42:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3374,Penetrates
4438,2023-02-01 23:42:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,79,Penetrates
4439,2023-02-01 23:42:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Grazes
4440,2023-02-01 23:42:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Grazes
4441,2023-02-01 23:42:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,94,Smashes
4442,2023-02-01 23:42:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,71,Penetrates
4443,2023-02-01 23:42:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2378,Glances Off
4444,2023-02-01 23:42:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Glances Off
4445,2023-02-01 23:42:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,69,Penetrates
4446,2023-02-01 23:42:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Grazes
4447,2023-02-01 23:42:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,56,Hits
4448,2023-02-01 23:42:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,60,Hits
4449,2023-02-01 23:42:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3242,Hits
4450,2023-02-01 23:42:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4821,Smashes
4451,2023-02-01 23:42:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
4452,2023-02-01 23:42:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,100,Smashes
4453,2023-02-01 23:42:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4454,2023-02-01 23:42:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Grazes
4455,2023-02-01 23:42:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Glances Off
4456,2023-02-01 23:42:36,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3634,Penetrates
4457,2023-02-01 23:42:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,98,Smashes
4458,2023-02-01 23:42:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,101,Smashes
4459,2023-02-01 23:42:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Glances Off
4460,2023-02-01 23:42:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
4461,2023-02-01 23:42:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,91,Smashes
4462,2023-02-01 23:42:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3800,Penetrates
4463,2023-02-01 23:42:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2955,Hits
4464,2023-02-01 23:42:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,72,Penetrates
4465,2023-02-01 23:42:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,56,Hits
4466,2023-02-01 23:42:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4467,2023-02-01 23:42:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4468,2023-02-01 23:42:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,93,Smashes
4469,2023-02-01 23:42:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2095,Grazes
4470,2023-02-01 23:42:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4851,Smashes
4471,2023-02-01 23:42:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
4472,2023-02-01 23:42:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,54,Hits
4473,2023-02-01 23:42:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,74,Penetrates
4474,2023-02-01 23:42:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,100,Smashes
4475,2023-02-01 23:42:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,94,Smashes
4477,2023-02-01 23:42:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3787,Penetrates
4478,2023-02-01 23:42:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
4479,2023-02-01 23:42:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,76,Penetrates
4480,2023-02-01 23:42:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,93,Smashes
4481,2023-02-01 23:42:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,89,Smashes
4482,2023-02-01 23:42:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,81,Penetrates
4483,2023-02-01 23:42:52,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4120,Penetrates
4484,2023-02-01 23:42:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3206,Hits
4485,2023-02-01 23:42:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,56,Hits
4486,2023-02-01 23:42:55,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Glances Off
