,timestamp,pilot,target,shiptype,module_or_ammo,dmg,hit_quality
4050,2023-02-01 23:38:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
4051,2023-02-01 23:38:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2842,Hits
4052,2023-02-01 23:38:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2812,Hits
4053,2023-02-01 23:38:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
4054,2023-02-01 23:38:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Smashes
4055,2023-02-01 23:38:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4056,2023-02-01 23:38:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
4057,2023-02-01 23:38:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
4058,2023-02-01 23:38:36,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,1828,Grazes
4059,2023-02-01 23:38:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
4060,2023-02-01 23:38:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
4061,2023-02-01 23:38:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Penetrates
4062,2023-02-01 23:38:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
4063,2023-02-01 23:38:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,104,Wrecks
4065,2023-02-01 23:38:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2715,Hits
4068,2023-02-01 23:38:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3361,Penetrates
4069,2023-02-01 23:38:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Penetrates
4070,2023-02-01 23:38:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Smashes
4071,2023-02-01 23:38:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4072,2023-02-01 23:38:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
4073,2023-02-01 23:38:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Smashes
4074,2023-02-01 23:38:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3561,Penetrates
4075,2023-02-01 23:38:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Smashes
4076,2023-02-01 23:38:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
4077,2023-02-01 23:38:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
4078,2023-02-01 23:38:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4079,2023-02-01 23:38:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
4080,2023-02-01 23:38:47,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2636,Hits
4081,2023-02-01 23:38:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4267,Smashes
4082,2023-02-01 23:38:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
4083,2023-02-01 23:38:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
4084,2023-02-01 23:38:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
4085,2023-02-01 23:38:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,47,Smashes
4086,2023-02-01 23:38:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
4087,2023-02-01 23:38:52,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2848,Hits
4088,2023-02-01 23:38:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
4089,2023-02-01 23:38:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Penetrates
4090,2023-02-01 23:38:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
4091,2023-02-01 23:38:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Glances Off
4092,2023-02-01 23:38:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4093,2023-02-01 23:38:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3560,Penetrates
4094,2023-02-01 23:38:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2360,Hits
4095,2023-02-01 23:38:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
4096,2023-02-01 23:38:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4097,2023-02-01 23:38:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4098,2023-02-01 23:38:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4099,2023-02-01 23:38:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
4100,2023-02-01 23:38:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2281,Hits
4101,2023-02-01 23:39:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3001,Penetrates
4102,2023-02-01 23:39:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,26,Glances Off
4103,2023-02-01 23:39:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
4104,2023-02-01 23:39:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
4105,2023-02-01 23:39:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Glances Off
4106,2023-02-01 23:39:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
4107,2023-02-01 23:39:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4073,Smashes
4108,2023-02-01 23:39:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
4109,2023-02-01 23:39:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
4110,2023-02-01 23:39:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
4111,2023-02-01 23:39:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,24,Glances Off
4112,2023-02-01 23:39:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
4113,2023-02-01 23:39:07,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3275,Penetrates
4114,2023-02-01 23:39:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3053,Penetrates
4115,2023-02-01 23:39:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4116,2023-02-01 23:39:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
4117,2023-02-01 23:39:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
4118,2023-02-01 23:39:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4119,2023-02-01 23:39:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
4120,2023-02-01 23:39:12,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3355,Penetrates
4121,2023-02-01 23:39:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4122,2023-02-01 23:39:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
4123,2023-02-01 23:39:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Penetrates
4124,2023-02-01 23:39:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,24,Glances Off
4125,2023-02-01 23:39:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4126,2023-02-01 23:39:15,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3223,Penetrates
4127,2023-02-01 23:39:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3314,Penetrates
4128,2023-02-01 23:39:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,42,Penetrates
4129,2023-02-01 23:39:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
4130,2023-02-01 23:39:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4131,2023-02-01 23:39:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
4132,2023-02-01 23:39:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Penetrates
4133,2023-02-01 23:39:20,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2874,Hits
4134,2023-02-01 23:39:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4135,2023-02-01 23:39:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
4136,2023-02-01 23:39:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4137,2023-02-01 23:39:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,104,Wrecks
4138,2023-02-01 23:39:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
4139,2023-02-01 23:39:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2711,Hits
4140,2023-02-01 23:39:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2520,Hits
4141,2023-02-01 23:39:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,26,Glances Off
4142,2023-02-01 23:39:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4143,2023-02-01 23:39:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
4144,2023-02-01 23:39:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
4145,2023-02-01 23:39:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4146,2023-02-01 23:39:28,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3507,Penetrates
4147,2023-02-01 23:39:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3366,Penetrates
4148,2023-02-01 23:39:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
4149,2023-02-01 23:39:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,38,Penetrates
4150,2023-02-01 23:39:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,26,Glances Off
4151,2023-02-01 23:39:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,28,Hits
4152,2023-02-01 23:39:30,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
4153,2023-02-01 23:39:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2875,Hits
4154,2023-02-01 23:39:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4155,2023-02-01 23:39:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4156,2023-02-01 23:39:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
4157,2023-02-01 23:39:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
4158,2023-02-01 23:39:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Penetrates
4159,2023-02-01 23:39:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3111,Penetrates
4160,2023-02-01 23:39:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2701,Hits
4161,2023-02-01 23:39:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
4162,2023-02-01 23:39:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4163,2023-02-01 23:39:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
4164,2023-02-01 23:39:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
4165,2023-02-01 23:39:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Hits
4166,2023-02-01 23:39:40,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3252,Penetrates
4167,2023-02-01 23:39:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Penetrates
4168,2023-02-01 23:39:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4169,2023-02-01 23:39:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4170,2023-02-01 23:39:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
4171,2023-02-01 23:39:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,24,Glances Off
4172,2023-02-01 23:39:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2591,Hits
4173,2023-02-01 23:39:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2582,Hits
4174,2023-02-01 23:39:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4175,2023-02-01 23:39:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
4176,2023-02-01 23:39:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
4177,2023-02-01 23:39:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
4178,2023-02-01 23:39:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4179,2023-02-01 23:39:48,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3369,Penetrates
4180,2023-02-01 23:39:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,26,Glances Off
4181,2023-02-01 23:39:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4182,2023-02-01 23:39:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Grazes
4183,2023-02-01 23:39:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
4184,2023-02-01 23:39:50,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4185,2023-02-01 23:39:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3112,Penetrates
4186,2023-02-01 23:39:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2930,Hits
4187,2023-02-01 23:39:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
4188,2023-02-01 23:39:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4189,2023-02-01 23:39:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4190,2023-02-01 23:39:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,49,Smashes
4191,2023-02-01 23:39:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4192,2023-02-01 23:39:56,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3296,Penetrates
4193,2023-02-01 23:39:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2613,Hits
4194,2023-02-01 23:39:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,23,Glances Off
4195,2023-02-01 23:39:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
4196,2023-02-01 23:39:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
4197,2023-02-01 23:39:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4198,2023-02-01 23:39:58,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
4199,2023-02-01 23:40:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3661,Penetrates
4200,2023-02-01 23:40:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
4201,2023-02-01 23:40:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Penetrates
4202,2023-02-01 23:40:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4203,2023-02-01 23:40:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Smashes
4204,2023-02-01 23:40:02,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,45,Smashes
4205,2023-02-01 23:40:03,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3154,Penetrates
4206,2023-02-01 23:40:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2751,Hits
4207,2023-02-01 23:40:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,51,Smashes
4208,2023-02-01 23:40:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
4209,2023-02-01 23:40:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
4210,2023-02-01 23:40:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Smashes
4211,2023-02-01 23:40:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
4212,2023-02-01 23:40:08,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3468,Penetrates
4213,2023-02-01 23:40:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
4214,2023-02-01 23:40:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,31,Hits
4215,2023-02-01 23:40:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
4216,2023-02-01 23:40:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
4217,2023-02-01 23:40:10,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
4218,2023-02-01 23:40:11,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2966,Penetrates
4219,2023-02-01 23:40:13,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3469,Penetrates
4220,2023-02-01 23:40:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
4221,2023-02-01 23:40:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4222,2023-02-01 23:40:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
4223,2023-02-01 23:40:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,19,Grazes
4224,2023-02-01 23:40:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,22,Glances Off
4225,2023-02-01 23:40:16,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3293,Penetrates
4226,2023-02-01 23:40:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
4227,2023-02-01 23:40:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,29,Hits
4228,2023-02-01 23:40:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4229,2023-02-01 23:40:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
4230,2023-02-01 23:40:18,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4231,2023-02-01 23:40:19,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2878,Hits
4233,2023-02-01 23:40:21,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2647,Hits
4234,2023-02-01 23:40:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,40,Penetrates
4235,2023-02-01 23:40:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Penetrates
4236,2023-02-01 23:40:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
4237,2023-02-01 23:40:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,32,Hits
4238,2023-02-01 23:40:22,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,33,Hits
4239,2023-02-01 23:40:24,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4737,Smashes
4240,2023-02-01 23:40:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3488,Penetrates
4241,2023-02-01 23:40:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,50,Smashes
4242,2023-02-01 23:40:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,18,Grazes
4243,2023-02-01 23:40:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
4244,2023-02-01 23:40:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,20,Grazes
4245,2023-02-01 23:40:27,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,43,Penetrates
4246,2023-02-01 23:40:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2586,Hits
4247,2023-02-01 23:40:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Smashes
4248,2023-02-01 23:40:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,27,Hits
4249,2023-02-01 23:40:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4250,2023-02-01 23:40:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4251,2023-02-01 23:40:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Penetrates
4252,2023-02-01 23:40:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2070,Glances Off
4253,2023-02-01 23:40:34,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3584,Penetrates
4254,2023-02-01 23:40:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,30,Hits
4255,2023-02-01 23:40:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4256,2023-02-01 23:40:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,25,Glances Off
4257,2023-02-01 23:40:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,21,Grazes
4258,2023-02-01 23:40:35,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Penetrates
4259,2023-02-01 23:40:36,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4591,Smashes
4260,2023-02-01 23:40:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,87,Smashes
4261,2023-02-01 23:40:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
4262,2023-02-01 23:40:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
4263,2023-02-01 23:40:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,86,Smashes
4264,2023-02-01 23:40:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,73,Penetrates
4265,2023-02-01 23:40:39,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2925,Hits
4266,2023-02-01 23:40:42,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2998,Hits
4267,2023-02-01 23:40:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,89,Smashes
4268,2023-02-01 23:40:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
4269,2023-02-01 23:40:44,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
